"white_username","black_username","white_rating","black_rating","white_result","time_class","time_control","rules","rated","Event","FirstMove"
"190l","manao01",2185,2057,"loss","blitz","180","chess","True","Live Chess""","e4"
"Carpey","abdelghan",1202,1207,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Dmitriy1995","abdelghan",1406,1331,"win","rapid","600","chess","True","Live Chess""","e4"
"123456789000000","feddyastriawan",1687,1798,"loss","blitz","300","chess","True","Live Chess""","d4"
"19HectorFabioLopez59","jdwoot0",1364,1307,"win","rapid","1800","chess","True","Live Chess""","e4"
"1709lmd2008","renataquintero",1318,1311,"win","blitz","600","chess","True","Live Chess""","e4"
"MindgmzsXXX","aakashmehta998",1397,1421,"loss","rapid","600","chess","True","Live Chess""","e4"
"4crowns","Gerrmy",577,695,"loss","daily","1/1209600","chess","False","Let's Play!""","b3"
"Marian19731973","AaqKhim",1319,1254,"win","rapid","600","chess","True","Live Chess""","e4"
"Gabbar1994","1cowboys",676,675,"loss","blitz","180","chess","True","Live Chess""","Nf3"
"01067415835","4chess8mate",1439,1434,"loss","rapid","600","chess","True","Live Chess""","e4"
"BigGucciPhilly","16blaze",766,690,"win","blitz","600","chess","True","Live Chess""","e4"
"Markchess2293","7assoon131",1298,1293,"loss","bullet","60","chess","True","Live Chess""","g3"
"MIHAIRAICA48","4chess8mate",1640,1430,"win","rapid","600","chess","True","Live Chess""","d4"
"RAGEAGAINSTdaQUEEN","AaliSyed",1557,1575,"win","bullet","60","chess","True","Live Chess""","e3"
"abderrahmanearab","Robin18777",837,794,"win","blitz","180+2","chess","True","Live Chess""","e4"
"3456743m","LuzonMichael",1538,1007,"win","rapid","1800","chess","True","Live Chess""","d4"
"77jose77","aarhus11",1048,1073,"win","blitz","180","chess","True","Live Chess""","e4"
"AbdoBrek","HarryPB02",773,561,"win","blitz","300","chess","True","Live Chess""","e4"
"42757","toui20",1259,1251,"win","blitz","180","chess","True","Live Chess""","d4"
"pattpenner","01KURA_50DACH1",1130,1034,"win","bullet","60","chess","True","Live Chess""","e4"
"tratle","589amf",1314,1370,"loss","bullet","60+1","chess","True","Live Chess""","c4"
"Abdallah96Adel","Valera1951",1276,1244,"loss","rapid","600","chess","True","Live Chess""","e4"
"VTech55","77jose77",1240,1205,"win","blitz","180","chess","True","Live Chess""","d4"
"AaliSyed","jiacomo",1633,1600,"loss","bullet","60","chess","True","Live Chess""","e4"
"scorpiongo","aaljayr11",2097,2105,"loss","blitz","180","chess","True","Live Chess""","e4"
"SomeImagination","1709lmd2008",1633,1450,"win","daily","1/259200","chess","True","53rd Chess.com Tournament - (1400-1600) - Round 1""","e4"
"suthishmenon","abbastemi",1443,1365,"win","blitz","300","chess","True","Live Chess""","d4"
"Yung2jhg","17naird1",1592,1604,"win","blitz","180","chess","True","Live Chess""","e4"
"12131415161718191011","Prabhash_ranjan",1039,1012,"win","blitz","600","chess","True","Live Chess""","e4"
"goldo5","Abd-alhamedyousef11",1335,1312,"loss","blitz","600","chess","True","Live Chess""","e4"
"delpiju","abdo_001",1387,1381,"loss","bullet","60","chess","True","Live Chess""","d4"
"aa1001zz","Vanio36",1071,1104,"loss","blitz","180","chess","True","Live Chess""","d4"
"JuanGomez7580","abbe77",712,739,"win","blitz","300","chess","True","Live Chess""","d4"
"iluvtomate","71mani",1336,1403,"loss","blitz","300","chess","True","Live Chess""","e4"
"09Gladiator09","chawberri",1025,1041,"loss","bullet","60","chess","True","Live Chess""","d3"
"WayneTzy","21_Ashish",1184,1186,"loss","bullet","60","chess","True","Live Chess""","e3"
"Aayush_mohan","ganeshrup",1365,1442,"win","bullet","60","chess","True","Live Chess""","e4"
"murad3991","aalvaradov",1080,1103,"loss","blitz","300+5","chess","True","Live Chess""","e4"
"Babovski","3141516",2056,2088,"win","blitz","300","chess","True","Live Chess""","e4"
"589amf","Crabhat",1337,1369,"win","bullet","60+1","chess","True","Live Chess""","e4"
"51fun","winterascent",721,649,"loss","bullet","60","chess","True","Live Chess""","e4"
"audriusgozelskis","Abatichs",1430,1387,"win","blitz","300","chess","True","Live Chess""","e4"
"NRGaDDyOP","4TLAS",1803,1818,"win","bullet","60","chess","True","Live Chess""","e4"
"7assoon131","ZlobadonDefense",1265,1260,"win","bullet","60","chess","True","Live Chess""","e4"
"AaliSyed","thommath",1747,1680,"win","bullet","60","chess","True","Live Chess""","e4"
"1976BRASILrecife","edoama",1386,1391,"loss","rapid","600","chess","True","Live Chess""","e4"
"o0_KnightsTale_0o","2980",1837,1859,"loss","blitz","180","chess","True","Live Chess""","e4"
"luis-pineda04","13luntman",660,912,"loss","blitz","600","chess","True","Live Chess""","e4"
"cparrilli1","3emad",1189,1152,"win","bullet","60","chess","True","Live Chess""","d4"
"w0lflance","18860102",1572,1424,"loss","bullet","60","chess","True","Live Chess""","d4"
"GluonBeggar","-basu-",1502,1546,"loss","rapid","600","chess","True","Live Chess""","e4"
"KnightAndKday","abdallahshoukry",1797,1776,"win","blitz","180","chess","True","Live Chess""","e4"
"Elbanna2220","AbdelhamidAshraf",951,1403,"loss","bullet","60","chess","False","Live Chess""","e4"
"entr0pia","27apulse",1285,841,"win","blitz","180","kingofthehill","False","Live Chess - King of the Hill""","e4"
"abdel_abdo","aaa448",883,906,"loss","blitz","600","chess","True","Live Chess""","d4"
"22Yossarian22","jimster36",1715,1635,"loss","blitz","300","chess","True","Live Chess""","e4"
"Malek20","200iqcat",1351,1351,"loss","blitz","180","chess","True","Live Chess""","b3"
"JoanTudelaRuiz","abbe77",838,792,"win","blitz","300","chess","True","Live Chess""","e4"
"4ott","the_dudes_army",836,819,"win","rapid","600","chess","True","Live Chess""","e4"
"7assoon131","Shemgod1",1384,1333,"win","bullet","60","chess","True","Live Chess""","e4"
"3dOJoda","Habuto",946,1381,"loss","blitz","180+2","chess","False","Live Chess""","e4"
"10thButter","circular_ref",1518,1524,"win","rapid","600","chess","True","Live Chess""","c4"
"Code104","51fun",392,711,"win","bullet","60","chess","True","Live Chess""","e4"
"ThegarLoloAllo","0419202",1550,1596,"loss","rapid","600","chess","True","Live Chess""","e4"
"Abnsmkrim","6cape",1245,1223,"win","blitz","300","chess","True","Live Chess""","e4"
"aabir13","trimer2020",1146,1170,"loss","rapid","600","chess","True","Live Chess""","e4"
"macfee7599","0mansa9",1215,1272,"loss","rapid","600","chess","True","Live Chess""","d4"
"sigixv","20010910",923,1046,"loss","blitz","300","chess","True","Live Chess""","e3"
"5iveLa9ine","IMblizzardChess",783,1596,"win","rapid","1200","chess","True","Live Chess""","d4"
"abdallahshoukry","pavoluk8",1783,1773,"win","blitz","180","chess","True","Live Chess""","e4"
"Nagapramodh","463316",1260,1245,"win","blitz","600","chess","True","Live Chess""","e3"
"htetmyo","2good4u734",2194,2254,"loss","bullet","60","chess","True","Live Chess""","Nf3"
"SamuelMkhitarian","3mriXx",1104,928,"win","bullet","60","chess","True","Live Chess""","e4"
"42999982732","soreishang",850,1204,"loss","blitz","600","chess","True","Live Chess""","d4"
"Aaradhya6","matty_dubs",432,566,"loss","blitz","600","chess","True","Live Chess""","g4"
"add_ddi","AaliSyed",1544,1598,"loss","bullet","60","chess","True","Live Chess""","d4"
"Lockdown9840","2980",1910,1962,"loss","blitz","180","chess","True","Live Chess""","e4"
"1952topps","myke99",1714,1679,"loss","blitz","180","chess","True","Live Chess""","e4"
"21_Ashish","Tyskie_PL",1140,1150,"loss","bullet","60","chess","True","Live Chess""","e4"
"06frestu","nikhileshk97",1264,1235,"win","rapid","600","chess","True","Live Chess""","d4"
"4nt0r2g","storm3123",1144,1229,"win","blitz","300","chess","True","Live Chess""","e4"
"Aashik20","CoorslightNtits",1015,1076,"win","bullet","60+1","chess","True","Live Chess""","e4"
"WeakTurtle","Aadarshchaudhary01",1233,1247,"win","bullet","60+1","chess","True","Live Chess""","f4"
"1darthvader","milosbeli79",1530,1542,"loss","rapid","600","chess","True","Live Chess""","e4"
"Aadarshchaudhary01","petkoviczoran",1711,1678,"win","rapid","900+10","chess","True","Live Chess""","e4"
"123cro","Mujaan",1501,1444,"win","rapid","600","chess","True","Live Chess""","e4"
"4ldy27","peterbashandy",1451,1383,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"AbdoBrek","arnavbhatt",667,544,"win","bullet","60","chess","True","Live Chess""","e4"
"tru3300","aansel",950,1289,"loss","rapid","600","chess","True","Live Chess""","e3"
"JPZM2017","8MARTA",1768,1849,"loss","rapid","1800","chess","True","Live Chess""","e4"
"22Yossarian22","oscar8882",1709,1692,"win","blitz","300","chess","True","Live Chess""","e4"
"Bama3737","aahana",1843,1400,"win","bullet","60","chess","True","Live Chess""","e4"
"REM517","7assoon131",1371,1450,"loss","bullet","60","chess","True","Live Chess""","e4"
"EvanMF","aashishdev96",555,549,"win","bullet","60","chess","True","Live Chess""","e4"
"krenbedak","abdellhamid",1703,1534,"win","bullet","30","chess","True","Live Chess""","d4"
"9maxii","vad-lizunov",1183,1208,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"ShaiIfrach","4ldy27",1456,1474,"win","blitz","180+2","chess","True","Live Chess""","e4"
"Computer4-IMPOSSIBLE","Abbbbbk",2237,1399,"win","rapid","600+10","chess","True","Live Chess""","c3"
"abbe77","Morgentao",585,595,"loss","blitz","300","chess","True","Live Chess""","d4"
"chessperun","1cowboys",841,641,"win","bullet","60","chess","True","Live Chess""","d4"
"JOTADJSALSA","20010910",968,1028,"loss","blitz","300","chess","True","Live Chess""","e4"
"Sknaidu","Abattoir_Aang",1174,1132,"win","blitz","300","chess","True","Live Chess""","e4"
"aadipatel5","tgi12345",627,597,"win","bullet","60","chess","True","Live Chess""","e4"
"1southern2","concavecircle",1307,1321,"win","bullet","60","chess","True","Live Chess""","e4"
"Abat41","YaqubBabalar",1521,1552,"loss","blitz","300","chess","True","Live Chess""","e4"
"RuyLopezExchangeVariation","aang1",961,976,"win","blitz","300","chess","True","Live Chess""","e4"
"KoTo67","abdillahjunaidi",1892,1821,"win","rapid","600","chess","True","Live Chess""","e4"
"51fun","aibekus12",643,670,"loss","bullet","60","chess","True","Live Chess""","e4"
"hscihg","06frestu",1179,1210,"win","rapid","600","chess","True","Live Chess""","e4"
"AAAMASTER123","SrPoyatos",1491,1310,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"Trentgrack","abdallahshoukry",1790,1793,"win","blitz","180","chess","True","Live Chess""","e4"
"abdoumansy","Karpis222",1350,1907,"loss","blitz","180","chess","True","Live Chess""","e4"
"kamlesh1962","154987",812,639,"win","bullet","60","chess","True","Live Chess""","e4"
"a2c4","KeithJW",915,914,"loss","bullet","60","chess","True","Live Chess""","e4"
"patrikklapac","2525pc",1728,1709,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"7assoon131","barbouze64",1549,1532,"loss","blitz","180","chess","True","Live Chess""","e4"
"ChefTimmy","21_Ashish",1164,1136,"win","bullet","60","chess","True","Live Chess""","e4"
"Komodo1","1-Leon",844,867,"loss","blitz","180","chess","True","Live Chess""","b4"
"ifofox","8889802431",1902,1905,"win","rapid","600","chess","True","Live Chess""","d4"
"HAL3141","aaljayr11",2069,2093,"loss","blitz","180","chess","True","Live Chess""","e4"
"abdallahshoukry","vuthi",1805,1853,"loss","blitz","180","chess","True","Live Chess""","e4"
"levani1987","AaliSyed",1555,1671,"loss","bullet","60","chess","True","Live Chess""","e4"
"AaliSyed","fa_boca",1676,1410,"loss","bullet","60","chess","True","Live Chess""","e4"
"Oscar101010","0scorpion0",1242,1262,"win","rapid","600","chess","True","Live Chess""","d4"
"AaliSyed","alijnuby",1710,1395,"win","bullet","60","chess","True","Live Chess""","e4"
"84miro","jalonso3101",1549,1507,"win","blitz","180","chess","True","Live Chess""","e4"
"1Corinthians13","guimrt",1307,1295,"loss","blitz","180","chess","True","Live Chess""","e4"
"padrino1964","abdo1612",1590,1605,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"ABDELHEDI_A","Phelosk8",1698,1670,"win","bullet","60","chess","True","Live Chess""","e4"
"abdelrahmanhessein","Shorouq17",897,456,"win","rapid","3600","chess","True","Live Chess""","d4"
"KimArvid","AABRITES",1451,1503,"loss","blitz","180+2","chess","True","Live Chess""","d4"
"Vyzmanavin","335394862",2412,2453,"loss","bullet","60","chess","True","Live Chess""","e4"
"A-rnum-A","andrey08",1390,1306,"loss","blitz","300","chess","False","Live Chess""","e4"
"1southern2","danielwerther",1238,1256,"loss","bullet","60","chess","True","Live Chess""","e4"
"bambii43","aajayaa",816,816,"win","blitz","300+5","chess","True","Live Chess""","e4"
"abdallahshoukry","aferas",1822,1734,"win","blitz","180","chess","True","Live Chess""","e3"
"ABDELHEDI_A","thanhds",1701,1782,"loss","bullet","60","chess","True","Live Chess""","e4"
"4thehellofit","llkkppss",1127,1164,"loss","blitz","300","chess","True","Live Chess""","e4"
"mahyardeli","aalvaradov",1054,1101,"win","blitz","300+5","chess","True","Live Chess""","e4"
"yilmaz3734","77jose77",1118,1092,"loss","blitz","180","chess","True","Live Chess""","g3"
"sntmrya","3bl0",891,889,"win","bullet","60","chess","True","Live Chess""","e4"
"Norsaiful","000sergei2",1462,1519,"loss","rapid","600","chess","True","Live Chess""","e4"
"1UnknownP","agnanoman",547,569,"win","blitz","300","chess","True","Live Chess""","d4"
"blondmudman","6294",1089,1082,"loss","blitz","180","chess","True","Live Chess""","d4"
"abdallaayash","DSRAOB",1393,1361,"loss","blitz","180","chess","True","Live Chess""","e4"
"09Gladiator09","prinsgup",1078,1090,"loss","bullet","60","chess","True","Live Chess""","e3"
"1976BRASILrecife","irf8000",1401,1383,"win","rapid","600","chess","True","Live Chess""","e4"
"Abbbbbk","lavdrimdoci",1380,1347,"win","blitz","600","chess","True","Live Chess""","e4"
"NEWBlueSky2021","Aayush_mohan",1389,1366,"win","bullet","60","chess","True","Live Chess""","Nf3"
"ragaventhiran","9maxii",1123,1230,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"1jesus-rocks","mariob204",834,835,"loss","rapid","600","chess","True","Live Chess""","d4"
"Rogelio2020","abdalla_sweisa",1181,1159,"win","rapid","600","chess","True","Live Chess""","d4"
"Lukasgallardotr","11kyrie",1444,1442,"win","blitz","180+2","chess","True","Live Chess""","e4"
"Joan-26","5432132",1060,1061,"loss","blitz","180","chess","True","Live Chess""","d4"
"sajan2590","AbdoBaz",1148,1089,"win","blitz","300","chess","True","Live Chess""","e4"
"santanupal8","1976BRASILrecife",1119,1134,"win","blitz","300","chess","True","Live Chess""","d4"
"gmklp31","Aadarshchaudhary01",1528,1654,"loss","rapid","900+10","chess","True","Live Chess""","e4"
"deerajsharma","1964Buick",1792,1668,"loss","rapid","1800","chess","True","Live Chess""","e4"
"7assoon131","AmiguilloCarvajal",1323,1291,"loss","bullet","60","chess","True","Live Chess""","e4"
"15_tactical_15","darkwind88",1697,1712,"win","blitz","180","chess","True","Live Chess""","e4"
"ABakerMurray","Kate_Kate1983",565,449,"win","rapid","600","chess","True","Live Chess""","e4"
"abdo_001","badistruthseeker",1599,1597,"win","bullet","60","chess","True","Live Chess""","e4"
"abderazakjlajla","yoohano",1118,1039,"win","rapid","900+10","chess","True","Live Chess""","e4"
"1UnknownP","CHJA2",567,563,"loss","blitz","300","chess","True","Live Chess""","d4"
"thenugget31","21_Ashish",1105,1103,"win","bullet","60","chess","True","Live Chess""","e3"
"abderazakjlajla","12345678910Ershad",1007,926,"win","rapid","900+10","chess","True","Live Chess""","e4"
"gameon1111","331144225",1307,1285,"win","bullet","60","chess","True","Live Chess""","e4"
"MELIORATION","Abatichs",1395,1359,"win","blitz","300","chess","True","Live Chess""","e4"
"1southern2","disastervictim",1346,1325,"loss","bullet","60","chess","True","Live Chess""","e4"
"4TLAS","jaguar1212",1805,1814,"win","bullet","60","chess","True","Live Chess""","d4"
"6074chess","UBlunderedKEKW",1256,1235,"loss","rapid","600","chess","True","Live Chess""","d4"
"Saba791","abdillahjunaidi",1478,1488,"win","bullet","120+1","chess","True","Live Chess""","e4"
"DJPark","abdelhamed",1448,1394,"win","blitz","180","chess","True","Live Chess""","d4"
"1ArM-ArMeNiA1","ComradesMarathon",1719,1765,"win","blitz","180","chess","True","Live Chess""","e4"
"FlowerBlossom","1709lmd2008",1252,1312,"win","blitz","180","chess","True","Live Chess""","e4"
"3emad","Maurixioly",1472,1502,"win","blitz","180","chess","True","Live Chess""","e4"
"AriseSoldier","Abdodi",2279,2328,"loss","bullet","60","chess","True","Live Chess""","e4"
"vebof35","1ggghalll",1568,1538,"win","rapid","1800","chess","True","Live Chess""","d4"
"feiberpena","51fun",565,603,"loss","bullet","60","chess","True","Live Chess""","e4"
"Sandy721","2980",1832,1856,"loss","bullet","60","chess","True","Live Chess""","e4"
"4nt0r2g","Sungirl86",1142,1103,"win","blitz","300","chess","True","Live Chess""","e4"
"possiblynecessary","99Pixels",1170,459,"win","rapid","1800","crazyhouse","False","Live Chess - Crazyhouse""","e4"
"abdillahjunaidi","aasaithambi58",1745,1776,"loss","rapid","600","chess","True","Live Chess""","e3"
"JoyousLeaf","abbe77",824,780,"win","blitz","300","chess","True","Live Chess""","e4"
"erlingfladvad","AaliSyed",1408,1660,"loss","bullet","60","chess","True","Live Chess""","d4"
"Abbasmaster88","Satpam101",1648,1642,"win","rapid","600","chess","True","Live Chess""","e4"
"90000226","Usmanbek2011",1234,1252,"loss","blitz","600","chess","True","Live Chess""","h4"
"y1t2321","1234567890yigittalhe",1161,839,"win","blitz","180","crazyhouse","True","Live Chess - Crazyhouse""","e4"
"BuzzLiteBeer","aalvaradov",1141,1162,"win","blitz","300+5","chess","True","Live Chess""","e4"
"VlaDDushka","abader91",1200,1242,"loss","bullet","60","chess","True","Live Chess""","d4"
"Kittyplayer888","Aadit_Ag",635,1117,"loss","blitz","300","chess","True","Live Chess""","d4"
"2511678","alpkun65",801,910,"loss","blitz","180","chess","True","Live Chess""","e4"
"AbhimanyuKoushik","Aayush_mohan",1747,1398,"win","bullet","60","chess","False","Live Chess""","e4"
"tempoFound","10thButter",1599,1597,"loss","bullet","60","chess","True","Live Chess""","e4"
"foolsmated00","1southern2",1339,1391,"loss","bullet","60","chess","True","Live Chess""","e4"
"MorenoHamer","1Corinthians13",1215,1204,"loss","blitz","180","chess","True","Live Chess""","d4"
"m0squit00","22Yossarian22",1643,1671,"loss","blitz","300","chess","True","Live Chess""","e4"
"1Corinthians13","yousuftq",1285,1217,"win","blitz","180","chess","True","Live Chess""","e4"
"Supramonte","18Kent",1072,1075,"win","blitz","180","chess","True","Live Chess""","d3"
"madmaxcharlie","abdallahshoukry",1885,1787,"win","blitz","180","chess","True","Live Chess""","d4"
"borjaalfilnegro","Aadarshchaudhary01",1292,1254,"win","bullet","60","chess","True","Live Chess""","d3"
"13litvin13","mertde1",839,789,"win","blitz","300","chess","True","Live Chess""","e4"
"13luntman","benabraham2045",730,877,"loss","blitz","600","chess","True","Live Chess""","e4"
"laloleaving","abader91",1124,1142,"win","bullet","60","chess","True","Live Chess""","d4"
"200iqcat","modal_holong",1353,1293,"win","blitz","300","chess","True","Live Chess""","e4"
"1King_of_chess","Avinash12121994",1860,1874,"loss","blitz","180+2","chess","True","Live Chess""","Nf3"
"4thehellofit","erkanerkanla",1077,1120,"loss","blitz","300","chess","True","Live Chess""","e4"
"UnoUno1","01KURA_50DACH1",1251,1271,"win","bullet","60","chess","True","Live Chess""","e4"
"0rbr0","Drakonslof",811,631,"loss","blitz","300","chess","False","Live Chess""","e4"
"dexter437","A1iM_1988",1130,1110,"win","blitz","180+2","chess","True","Live Chess""","e4"
"PattyCakes1337","09Gladiator09",984,1018,"loss","bullet","60","chess","True","Live Chess""","d4"
"FadiHammoud","68Roch",1686,1629,"win","rapid","600","chess","True","Live Chess""","f4"
"2ASHRAFKAMAL","checkmation70",1440,1545,"win","blitz","180+2","chess","True","Live Chess""","e4"
"abderrazek19","Metallicat-Rus",1980,1952,"win","blitz","300","chess","True","Live Chess""","e4"
"alanzooa4","1Ilikechess1",1348,1356,"win","bullet","60","chess","True","Live Chess""","d4"
"1vishal","Daguere1",1688,1642,"win","blitz","300","chess","True","Live Chess""","e4"
"shafeeq888","44mc44",1467,1937,"loss","blitz","300","chess","True","Live Chess""","e4"
"8889802431","winobeldata",1952,1962,"win","rapid","600","chess","True","Live Chess""","e4"
"Amine-Coma","1976BRASILrecife",1425,1439,"loss","rapid","600","chess","True","Live Chess""","e4"
"walleyefearme","abader91",1256,1277,"win","bullet","60","chess","True","Live Chess""","a3"
"8nevermore8","petr501",1707,1656,"win","blitz","180+2","chess","True","Live Chess""","d4"
"6381611325","kosovarlatifi",1710,1584,"win","blitz","180","chess","True","Live Chess""","e4"
"AbanIII","jackiemil",1270,1275,"win","blitz","300","chess","True","Live Chess""","Nc3"
"juncanchela","abdallahshoukry",1806,1810,"win","blitz","180","chess","True","Live Chess""","d4"
"AbdoBrek","KingKuffu",794,794,"loss","blitz","300","chess","True","Live Chess""","e4"
"1southern2","Reaper_MQ-1",1255,1300,"win","bullet","60","chess","True","Live Chess""","e4"
"13litvin13","prasad202694",853,923,"loss","blitz","300","chess","True","Live Chess""","e4"
"cesarrosasaragon","aakashmehta998",1472,1412,"win","rapid","600","chess","True","Live Chess""","e4"
"abdo_001","hemstephen",1454,1456,"win","bullet","60","chess","True","Live Chess""","e4"
"B60932594richard","1350479",958,919,"win","rapid","600","chess","True","Live Chess""","e4"
"JoshuaKei","42757",1209,1240,"loss","blitz","180","chess","True","Live Chess""","d4"
"HeavyAction","Aadit_Ag",690,749,"loss","bullet","60","chess","True","Live Chess""","e4"
"ignoore1","20010910",976,1025,"loss","blitz","300","chess","True","Live Chess""","e4"
"pedrobrit0","200iqcat",1282,1320,"win","blitz","300","chess","True","Live Chess""","e4"
"123cuatro","dubsthasus",377,407,"loss","bullet","60","chess","True","Live Chess""","d4"
"assefamaru","1southern2",1424,1385,"win","bullet","60","chess","True","Live Chess""","e4"
"SquidyDota","abader91",1210,1207,"loss","bullet","60","chess","True","Live Chess""","e4"
"0freakonaleash","robisfork",483,487,"win","bullet","60","chess","True","Live Chess""","e3"
"aadi155","WalterB100",859,836,"loss","blitz","300","chess","True","Live Chess""","e4"
"1southern2","mdonline",1374,1442,"loss","bullet","60","chess","True","Live Chess""","e3"
"abdallaayash","Ananda07",1362,1378,"win","blitz","180","chess","True","Live Chess""","e4"
"EFA-DEAF1","8amleo",822,810,"loss","blitz","300","chess","True","Live Chess""","g4"
"k3it4","88YH",788,828,"loss","rapid","600","chess","True","Live Chess""","e4"
"a2c4","frozenjohnny33",1100,1045,"win","blitz","180","chess","True","Live Chess""","d4"
"1586234","koketyadete8",464,485,"win","blitz","180","chess","True","Live Chess""","d4"
"Sidik225","aaronperez062899",1366,1341,"win","blitz","600","chess","True","Live Chess""","e4"
"aaravdudechess","ilkeririz",603,579,"loss","rapid","600","chess","True","Live Chess""","d4"
"Emiliooooooooo","000sergei2",1524,1535,"loss","rapid","600","chess","True","Live Chess""","Nf3"
"RavikiranKandikonda","abdallaayash",1289,1347,"loss","blitz","180","chess","True","Live Chess""","e4"
"cjla11","Abattoir_Aang",1231,1227,"win","blitz","300","chess","True","Live Chess""","Nf3"
"aajayaa","cleberbugs",942,892,"win","blitz","300+5","chess","True","Live Chess""","g3"
"Goniko67","123456789000000",1776,1713,"win","blitz","300","chess","True","Live Chess""","d4"
"lazardjuric","Aadarshchaudhary01",1313,1309,"loss","bullet","60","chess","True","Live Chess""","e4"
"2s2fwc","samyakdeshpande",878,964,"loss","daily","1/1209600","chess","True","Let's Play!""","e4"
"10nq1a0325","I_Pressure_I",951,906,"loss","blitz","180+2","chess","True","Live Chess""","e4"
"Dayaknese","13john13",1125,1248,"loss","daily","1/259200","chess","True","chess - Round 1""","e4"
"13akandeel","jonasigurdsen",1150,1106,"loss","bullet","60","chess","True","Live Chess""","e4"
"09Gladiator09","wowa_wowa",1023,1066,"loss","bullet","60","chess","True","Live Chess""","b3"
"GusPraso","AaravDps",1062,1066,"loss","blitz","180","chess","True","Live Chess""","e4"
"0scorpion0","BigBallerDaddy_69",1189,1231,"loss","rapid","600","chess","True","Live Chess""","d4"
"drhamed96","abbevv",672,673,"win","rapid","600","chess","True","Live Chess""","e4"
"che7972","Aaravpen",422,418,"win","bullet","60","chess","True","Live Chess""","g3"
"gcheckchess","19MBatt95",935,969,"loss","blitz","180","chess","True","Live Chess""","e4"
"EXEC_Chess","1to037",1518,1555,"loss","bullet","120+1","chess","True","Live Chess""","e4"
"blackreddd6","21_Ashish",1202,1213,"loss","bullet","60","chess","True","Live Chess""","g3"
"Abdo118","mahmutdmr",975,1000,"win","bullet","60+1","chess","True","Live Chess""","d4"
"eclypseburgh1","90000226",1286,1261,"loss","blitz","600","chess","True","Live Chess""","e4"
"Giandrago","1southern2",1413,1408,"win","bullet","60","chess","True","Live Chess""","e4"
"2006251","Konstantinos198",1175,1342,"loss","blitz","600","chess","True","Live Chess""","e4"
"vipin7997","1SpreadCheeks",362,450,"loss","blitz","600","chess","True","Live Chess""","h4"
"10nq1a0325","Chess102002",1014,920,"loss","blitz","180+2","chess","True","Live Chess""","c3"
"51fun","Shershweck",554,705,"win","bullet","60","chess","True","Live Chess""","e4"
"2004Jacobx1","ivankalt",1613,1105,"win","rapid","600","chess","False","Live Chess""","e4"
"N1njaN1ck1","3Angels",1672,1739,"loss","daily","1/259200","chess","True","Practice the French Tarrasch Variation - Round 1""","dxe4"
"Sameer_21","21_Ashish",1207,1204,"win","bullet","60","chess","True","Live Chess""","e4"
"Abd-alhamedyousef11","bibi29113",1271,1263,"win","blitz","600","chess","True","Live Chess""","e4"
"morningdayknight","Aashik20",1007,1015,"loss","bullet","60+1","chess","True","Live Chess""","e4"
"19MBatt95","Mike_024",978,949,"win","blitz","300","chess","True","Live Chess""","e4"
"bhargavkdas","51fun",353,595,"loss","bullet","60","chess","True","Live Chess""","d4"
"ModernBathtub","abdo_001",1464,1460,"win","bullet","60","chess","True","Live Chess""","c4"
"MiLieyy06","1southern2",1423,1429,"win","bullet","60","chess","True","Live Chess""","e4"
"aravbaid3105","2980",1878,1915,"loss","bullet","60","chess","True","Live Chess""","d4"
"andresduran67","88827770sh",1400,1296,"win","rapid","1800","chess","True","Live Chess""","e4"
"786Ace","johunter22",1501,1499,"win","rapid","600","chess","True","Live Chess""","Nf3"
"IntotheLloyd","4thehellofit",1173,1132,"win","blitz","300","chess","True","Live Chess""","e4"
"tinerr","0419202",1401,1419,"win","blitz","180","chess","True","Live Chess""","e3"
"7k7k7k","Gorbzzzz",682,376,"win","rapid","600","chess","False","Live Chess""","Qc1"
"48794986230","Theresets",466,560,"loss","blitz","300","chess","True","Live Chess""","e4"
"jnjmac8","155ch",1388,800,"win","daily","1/1209600","chess","True","Let's Play!""","e4"
"Bhausgade","aakarshmendes",884,783,"win","bullet","60","chess","True","Live Chess""","e4"
"10161","sameeryadav20003",889,1018,"loss","rapid","600","chess","True","Live Chess""","Nh3"
"Abhinandan_Sahil","2525pc",1593,1645,"win","blitz","180+2","chess","True","Live Chess""","e4"
"1southern2","teenburger",1310,1366,"loss","bullet","60","chess","True","Live Chess""","e4"
"Kashtan1380","2980",1952,1956,"win","blitz","180","chess","True","Live Chess""","c4"
"SwagMeizter","2004Jacobx1",1649,1900,"win","bullet","60","chess","False","Live Chess""","e3"
"omiram","Abdullah-Al-Hasan",1263,1208,"loss","blitz","600","chess","True","Live Chess""","d4"
"batza333","AAPD11",984,1713,"win","rapid","600","chess","False","Live Chess""","e4"
"giaguruli","20hp1",1092,1067,"win","blitz","180","chess","True","Live Chess""","d4"
"raekhan","AaliSyed",1667,1626,"win","bullet","60","chess","True","Live Chess""","Nf3"
"51fun","kristydivine",685,715,"win","bullet","60","chess","True","Live Chess""","e4"
